Date_NP,Date,Open,High,Low,Close,Volume,ID PAIRE
2019-07-271,2019-07-27,9871.1650390625,10167.3203125,9411.521484375,9477.677734375,16817809536,1
2019-07-281,2019-07-28,9491.626953125,9575.544921875,9252.296875,9552.8603515625,13738687093,1
2019-07-291,2019-07-29,9548.1787109375,9681.6484375,9472.9482421875,9519.1455078125,13791445323,1
2019-07-301,2019-07-30,9522.3291015625,9701.759765625,9437.3359375,9607.423828125,13829811132,1
2019-07-311,2019-07-31,9604.05078125,10085.6279296875,9598.09765625,10085.6279296875,16631520648,1
2019-08-011,2019-08-01,10077.4423828125,10446.919921875,9922.01953125,10399.6689453125,17165337858,1
2019-08-021,2019-08-02,10402.04296875,10657.953125,10371.013671875,10518.1748046875,17489094082,1
2019-08-031,2019-08-03,10519.2783203125,10946.78125,10503.5048828125,10821.7265625,15352685061,1
2019-08-041,2019-08-04,10821.6328125,11009.20703125,10620.2783203125,10970.1845703125,16530894787,1
2019-08-051,2019-08-05,10960.7353515625,11895.091796875,10960.7353515625,11805.6533203125,23875988832,1
2019-08-061,2019-08-06,11811.544921875,12273.8212890625,11290.7314453125,11478.1689453125,23635107660,1
2019-08-071,2019-08-07,11476.193359375,12036.990234375,11433.701171875,11941.96875,22194988641,1
2019-08-081,2019-08-08,11954.0400390625,11979.419921875,11556.16796875,11966.4072265625,19481591730,1
2019-08-091,2019-08-09,11953.4697265625,11970.4580078125,11709.7451171875,11862.9365234375,18339989960,1
2019-08-101,2019-08-10,11861.556640625,11915.6552734375,11323.8984375,11354.0244140625,18125355447,1
2019-08-111,2019-08-11,11349.740234375,11523.5791015625,11248.294921875,11523.5791015625,15774371518,1
2019-08-121,2019-08-12,11528.189453125,11528.189453125,11320.951171875,11382.6162109375,13647198229,1
2019-08-131,2019-08-13,11385.052734375,11420.0498046875,10830.3271484375,10895.830078125,16681503537,1
2019-08-141,2019-08-14,10889.4873046875,10889.556640625,10028.1357421875,10051.7041015625,19990838300,1
2019-08-151,2019-08-15,10038.421875,10437.4111328125,9675.31640625,10311.5458984375,22899115082,1
2019-08-161,2019-08-16,10319.419921875,10524.349609375,9855.478515625,10374.3388671875,20228207096,1
2019-08-171,2019-08-17,10358.72265625,10452.625,10086.6982421875,10231.744140625,13778035685,1
2019-08-181,2019-08-18,10233.005859375,10487.0703125,10119.0947265625,10345.810546875,12999813869,1
2019-08-191,2019-08-19,10350.283203125,10916.0537109375,10313.2041015625,10916.0537109375,16038264603,1
2019-08-201,2019-08-20,10916.3466796875,10947.0419921875,10618.9609375,10763.232421875,15053082175,1
2019-08-211,2019-08-21,10764.572265625,10798.7294921875,9962.7216796875,10138.0498046875,19473084768,1
2019-08-221,2019-08-22,10142.521484375,10232.99609375,9831.462890625,10131.0556640625,17097508856,1
2019-08-231,2019-08-23,10136.3095703125,10442.443359375,10078.1923828125,10407.96484375,15627023886,1
2019-08-241,2019-08-24,10407.64453125,10418.0205078125,9982.296875,10159.9609375,15451030650,1
2019-08-251,2019-08-25,10160.7373046875,10304.6220703125,10008.7890625,10138.517578125,14153856610,1
2019-08-261,2019-08-26,10126.2998046875,10512.328125,10126.2998046875,10370.8203125,18438654080,1
2019-08-271,2019-08-27,10372.826171875,10381.328125,10087.30078125,10185.5,14762609503,1
2019-08-281,2019-08-28,10203.4267578125,10279.3662109375,9716.65625,9754.4228515625,17603790323,1
2019-08-291,2019-08-29,9756.7861328125,9756.7861328125,9421.6298828125,9510.2001953125,17045878501,1
2019-08-301,2019-08-30,9514.8447265625,9656.1240234375,9428.302734375,9598.173828125,13595263986,1
2019-08-311,2019-08-31,9597.5390625,9673.220703125,9531.7998046875,9630.6640625,11454806419,1
2019-09-011,2019-09-01,9630.5927734375,9796.755859375,9582.9443359375,9757.970703125,11445355859,1
2019-09-021,2019-09-02,9757.4736328125,10396.591796875,9730.650390625,10346.7607421875,17248102294,1
2019-09-031,2019-09-03,10345.7255859375,10736.1044921875,10308.5478515625,10623.5400390625,19384917989,1
2019-09-041,2019-09-04,10621.1806640625,10762.64453125,10434.7099609375,10594.4931640625,16742664769,1
2019-09-051,2019-09-05,10588.18359375,10627.26953125,10516.41796875,10575.533203125,14551239508,1
2019-09-061,2019-09-06,10578.1982421875,10898.76171875,10292.2998046875,10353.302734375,19536574783,1
2019-09-071,2019-09-07,10353.931640625,10558.673828125,10348.9189453125,10517.2548828125,15307366476,1
2019-09-081,2019-09-08,10518.1142578125,10595.6376953125,10409.0908203125,10441.2763671875,13670567493,1
2019-09-091,2019-09-09,10443.228515625,10450.3115234375,10144.9296875,10334.974609375,17595943368,1
2019-09-101,2019-09-10,10336.408203125,10394.353515625,10020.5732421875,10115.9755859375,14906809639,1
2019-09-111,2019-09-11,10123.03515625,10215.9482421875,9980.7763671875,10178.3720703125,15428063426,1
2019-09-121,2019-09-12,10176.8193359375,10442.25390625,10099.2421875,10410.126953125,15323563925,1
2019-09-131,2019-09-13,10415.3623046875,10441.4892578125,10226.5966796875,10360.546875,14109864675,1
2019-09-141,2019-09-14,10345.4033203125,10422.1337890625,10291.6943359375,10358.048828125,13468713124,1
2019-09-151,2019-09-15,10356.4658203125,10387.03515625,10313.0927734375,10347.712890625,12043433567,1
2019-09-161,2019-09-16,10347.22265625,10386.8671875,10189.744140625,10276.7939453125,15160167779,1
2019-09-171,2019-09-17,10281.513671875,10296.771484375,10199.7392578125,10241.2724609375,15304603363,1
2019-09-181,2019-09-18,10247.7958984375,10275.9287109375,10191.4697265625,10198.248046875,16169268880,1
2019-09-191,2019-09-19,10200.49609375,10295.6689453125,9851.6923828125,10266.4150390625,19937691247,1
2019-09-201,2019-09-20,10266.318359375,10285.8720703125,10132.1865234375,10181.6416015625,14734189639,1
2019-09-211,2019-09-21,10183.6484375,10188.09765625,10000.7080078125,10019.716796875,13425266806,1
2019-09-221,2019-09-22,10024.115234375,10074.4443359375,9922.533203125,10070.392578125,13199651698,1
2019-09-231,2019-09-23,10067.962890625,10074.23828125,9727.1435546875,9729.32421875,15144925408,1
2019-09-241,2019-09-24,9729.3212890625,9804.3173828125,8370.8017578125,8620.56640625,25002886689,1
2019-09-251,2019-09-25,8603.4287109375,8744.828125,8325.396484375,8486.9931640625,21744728353,1
2019-09-261,2019-09-26,8487.669921875,8515.685546875,7895.62939453125,8118.9677734375,19258205289,1
2019-09-271,2019-09-27,8113.10107421875,8271.5205078125,7965.9228515625,8251.845703125,16408941156,1
2019-09-281,2019-09-28,8251.2734375,8285.6171875,8125.431640625,8245.9150390625,14141152736,1
2019-09-291,2019-09-29,8246.037109375,8261.70703125,7990.4970703125,8104.185546875,13034629109,1
2019-09-301,2019-09-30,8104.2265625,8314.2314453125,7830.7587890625,8293.8681640625,17115474183,1
2019-10-011,2019-10-01,8299.720703125,8497.6923828125,8232.6796875,8343.2763671875,15305343413,1
2019-10-021,2019-10-02,8344.212890625,8393.0419921875,8227.6953125,8393.0419921875,13125712443,1
2019-10-031,2019-10-03,8390.7744140625,8414.2275390625,8146.43701171875,8259.9921875,13668823409,1
2019-10-041,2019-10-04,8259.494140625,8260.0556640625,8151.23681640625,8205.939453125,13139456229,1
2019-10-051,2019-10-05,8210.1494140625,8215.5263671875,8071.12060546875,8151.50048828125,12200497197,1
2019-10-061,2019-10-06,8149.876953125,8161.41015625,7958.8505859375,7988.15576171875,13160830305,1
2019-10-071,2019-10-07,7989.12060546875,8308.4501953125,7905.76611328125,8245.623046875,18009742607,1
2019-10-081,2019-10-08,8246.849609375,8332.71484375,8185.76318359375,8228.783203125,15592264032,1
2019-10-091,2019-10-09,8229.8408203125,8627.7060546875,8169.298828125,8595.740234375,19384942333,1
2019-10-101,2019-10-10,8585.2802734375,8625.2724609375,8471.93359375,8586.4736328125,17618660671,1
2019-10-111,2019-10-11,8585.2626953125,8721.7802734375,8316.181640625,8321.7568359375,19604381101,1
2019-10-121,2019-10-12,8315.6650390625,8415.2421875,8313.3408203125,8336.5556640625,14532641605,1
2019-10-131,2019-10-13,8336.90234375,8470.98828125,8276.6123046875,8321.005859375,13808286059,1
2019-10-141,2019-10-14,8320.83203125,8390.208984375,8284.130859375,8374.6865234375,15151387859,1
2019-10-151,2019-10-15,8373.4580078125,8410.71484375,8182.70654296875,8205.369140625,15220412632,1
2019-10-161,2019-10-16,8204.6748046875,8216.8125,7985.08984375,8047.52685546875,16071646996,1
2019-10-171,2019-10-17,8047.8125,8134.83154296875,8000.94287109375,8103.9111328125,14313052244,1
2019-10-181,2019-10-18,8100.93359375,8138.41357421875,7902.1640625,7973.20751953125,15651592610,1
2019-10-191,2019-10-19,7973.8037109375,8082.62939453125,7944.77685546875,7988.560546875,13797825640,1
2019-10-201,2019-10-20,7997.80712890625,8281.818359375,7949.439453125,8222.078125,15504249442,1
2019-10-211,2019-10-21,8225.115234375,8296.6943359375,8196.416015625,8243.720703125,15868748866,1
2019-10-221,2019-10-22,8243.40234375,8296.6513671875,8074.462890625,8078.203125,16803377857,1
2019-10-231,2019-10-23,8076.228515625,8092.99951171875,7469.32275390625,7514.671875,21942878958,1
2019-10-241,2019-10-24,7509.72802734375,7532.86767578125,7446.98876953125,7493.48876953125,16268708849,1
2019-10-251,2019-10-25,7490.703125,8691.5400390625,7479.984375,8660.7001953125,28705065488,1
2019-10-261,2019-10-26,8667.5771484375,10021.744140625,8662.6220703125,9244.97265625,44496255609,1
2019-10-271,2019-10-27,9241.70703125,9749.529296875,9112.5419921875,9551.71484375,32593129501,1
2019-10-281,2019-10-28,9565.1015625,9805.1181640625,9256.1484375,9256.1484375,30948255332,1
2019-10-291,2019-10-29,9248.4404296875,9516.1806640625,9232.6484375,9427.6875,28426779937,1
2019-10-301,2019-10-30,9422.462890625,9426.8740234375,9085.3701171875,9205.7265625,27706531577,1
2019-10-311,2019-10-31,9202.4580078125,9383.1611328125,9028.7177734375,9199.5849609375,26583653947,1
2019-11-011,2019-11-01,9193.9921875,9275.6572265625,9132.0478515625,9261.1044921875,24324691031,1
2019-11-021,2019-11-02,9259.783203125,9377.486328125,9249.587890625,9324.7177734375,21242676385,1
2019-11-031,2019-11-03,9324.787109375,9379.806640625,9141.251953125,9235.3544921875,21132220847,1
2019-11-041,2019-11-04,9235.607421875,9505.0517578125,9191.4853515625,9412.6123046875,26170255634,1
2019-11-051,2019-11-05,9413.0048828125,9457.41796875,9256.931640625,9342.52734375,26198609048,1
2019-11-061,2019-11-06,9340.8642578125,9423.2373046875,9305.9091796875,9360.8798828125,23133895765,1
2019-11-071,2019-11-07,9352.3935546875,9368.4765625,9202.353515625,9267.5615234375,22700383839,1
2019-11-081,2019-11-08,9265.3681640625,9272.759765625,8775.5341796875,8804.880859375,24333037836,1
2019-11-091,2019-11-09,8809.46875,8891.818359375,8793.1630859375,8813.58203125,17578630606,1
2019-11-101,2019-11-10,8812.4892578125,9103.826171875,8806.162109375,9055.5263671875,20587919881,1
2019-11-111,2019-11-11,9056.91796875,9081.279296875,8700.6083984375,8757.7880859375,20265510765,1
2019-11-121,2019-11-12,8759.751953125,8853.7685546875,8685.427734375,8815.662109375,20309769107,1
2019-11-131,2019-11-13,8812.033203125,8836.841796875,8761.6513671875,8808.2626953125,17545755405,1
2019-11-141,2019-11-14,8811.9365234375,8826.943359375,8692.5517578125,8708.0947265625,19084739975,1
2019-11-151,2019-11-15,8705.7080078125,8730.873046875,8484.84375,8491.9921875,21796856471,1
2019-11-161,2019-11-16,8491.166015625,8591.9970703125,8473.9736328125,8550.7607421875,16495389808,1
2019-11-171,2019-11-17,8549.470703125,8727.7890625,8500.9677734375,8577.9755859375,18668638897,1
2019-11-181,2019-11-18,8573.98046875,8653.2802734375,8273.5732421875,8309.2861328125,21579470673,1
2019-11-191,2019-11-19,8305.134765625,8408.5166015625,8099.96337890625,8206.1455078125,21083613816,1
2019-11-201,2019-11-20,8203.61328125,8237.240234375,8010.51171875,8027.26806640625,20764300437,1
2019-11-211,2019-11-21,8023.64453125,8110.09814453125,7597.3818359375,7642.75,22514243371,1
2019-11-221,2019-11-22,7643.5693359375,7697.3828125,6936.70654296875,7296.57763671875,34242315785,1
2019-11-231,2019-11-23,7296.16455078125,7442.2587890625,7151.41796875,7397.796875,21008924418,1
2019-11-241,2019-11-24,7398.6337890625,7408.5771484375,7029.2890625,7047.9169921875,30433517289,1
2019-11-251,2019-11-25,7039.97705078125,7319.85693359375,6617.1669921875,7146.1337890625,42685231262,1
2019-11-261,2019-11-26,7145.1591796875,7320.23046875,7098.572265625,7218.37109375,21129505542,1
2019-11-271,2019-11-27,7220.880859375,7619.693359375,6974.17431640625,7531.66357421875,23991412764,1
2019-11-281,2019-11-28,7536.8203125,7730.07275390625,7454.12158203125,7463.10595703125,19050116751,1
2019-11-291,2019-11-29,7466.72705078125,7781.1796875,7460.75634765625,7761.24365234375,19709695456,1
2019-11-301,2019-11-30,7764.05712890625,7836.10205078125,7515.849609375,7569.6298828125,17158194786,1
2019-12-011,2019-12-01,7571.6162109375,7571.6162109375,7291.341796875,7424.29248046875,18720708479,1
2019-12-021,2019-12-02,7424.0361328125,7474.81884765625,7233.3994140625,7321.98828125,17082040706,1
2019-12-031,2019-12-03,7323.9755859375,7418.85888671875,7229.35693359375,7320.1455078125,14797485769,1
2019-12-041,2019-12-04,7320.125,7539.78466796875,7170.9228515625,7252.03466796875,21664240918,1
2019-12-051,2019-12-05,7253.24169921875,7743.431640625,7232.6767578125,7448.3076171875,18816085231,1
2019-12-061,2019-12-06,7450.5615234375,7546.99658203125,7392.17529296875,7546.99658203125,18104466307,1
2019-12-071,2019-12-07,7547.265625,7589.95166015625,7525.71142578125,7556.23779296875,15453520564,1
2019-12-081,2019-12-08,7551.3388671875,7634.6064453125,7476.09130859375,7564.34521484375,15409908086,1
2019-12-091,2019-12-09,7561.79541015625,7618.091796875,7365.9853515625,7400.8994140625,17872021272,1
2019-12-101,2019-12-10,7397.13427734375,7424.02294921875,7246.0439453125,7278.11962890625,18249031195,1
2019-12-111,2019-12-11,7277.19775390625,7324.15625,7195.52734375,7217.42724609375,16350490689,1
2019-12-121,2019-12-12,7216.73876953125,7266.6396484375,7164.7412109375,7243.13427734375,18927080224,1
2019-12-131,2019-12-13,7244.662109375,7293.560546875,7227.12255859375,7269.6845703125,17125736940,1
2019-12-141,2019-12-14,7268.90283203125,7308.83642578125,7097.208984375,7124.673828125,17137029730,1
2019-12-151,2019-12-15,7124.23974609375,7181.07568359375,6924.3759765625,7152.3017578125,16881129804,1
2019-12-161,2019-12-16,7153.6630859375,7171.1689453125,6903.6826171875,6932.48046875,20213265950,1
2019-12-171,2019-12-17,6931.3154296875,6964.0751953125,6587.97412109375,6640.51513671875,22363804217,1
2019-12-181,2019-12-18,6647.6982421875,7324.98486328125,6540.04931640625,7276.802734375,31836522778,1
2019-12-191,2019-12-19,7277.5908203125,7346.6025390625,7041.3818359375,7202.84423828125,25904604416,1
2019-12-201,2019-12-20,7208.63671875,7257.921875,7086.1240234375,7218.81640625,22633815180,1
2019-12-211,2019-12-21,7220.59375,7223.22607421875,7112.73583984375,7191.15869140625,19312552168,1
2019-12-221,2019-12-22,7191.1884765625,7518.033203125,7167.17919921875,7511.5888671875,23134537956,1
2019-12-231,2019-12-23,7508.90234375,7656.17626953125,7326.1923828125,7355.62841796875,27831788041,1
2019-12-241,2019-12-24,7354.39306640625,7535.716796875,7269.52880859375,7322.5322265625,22991622105,1
2019-12-251,2019-12-25,7325.755859375,7357.02001953125,7220.9912109375,7275.15576171875,21559505149,1
2019-12-261,2019-12-26,7274.79931640625,7388.302734375,7200.38671875,7238.966796875,22787010034,1
2019-12-271,2019-12-27,7238.14111328125,7363.529296875,7189.93408203125,7290.08837890625,22777360996,1
2019-12-281,2019-12-28,7289.03125,7399.041015625,7286.9052734375,7317.990234375,21365673026,1
2019-12-291,2019-12-29,7317.6474609375,7513.9482421875,7279.865234375,7422.65283203125,22445257702,1
2019-12-301,2019-12-30,7420.27294921875,7454.82421875,7276.30810546875,7292.9951171875,22874131672,1
2019-12-311,2019-12-31,7294.43896484375,7335.2900390625,7169.77783203125,7193.59912109375,21167946112,1
2020-01-011,2020-01-01,7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,18565664997,1
2020-01-021,2020-01-02,7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,20802083465,1
2020-01-031,2020-01-03,6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,28111481032,1
2020-01-041,2020-01-04,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,18444271275,1
2020-01-051,2020-01-05,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,19725074095,1
2020-01-061,2020-01-06,7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,23276261598,1
2020-01-071,2020-01-07,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,28767291327,1
2020-01-081,2020-01-08,8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,31672559265,1
2020-01-091,2020-01-09,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,24045990466,1
2020-01-101,2020-01-10,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,28714583844,1
2020-01-111,2020-01-11,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,25521165085,1
2020-01-121,2020-01-12,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,22903438381,1
2020-01-131,2020-01-13,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,22482910688,1
2020-01-141,2020-01-14,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,44841784107,1
2020-01-151,2020-01-15,8825.34375,8890.1171875,8657.1875,8807.0107421875,40102834650,1
2020-01-161,2020-01-16,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,31313981931,1
2020-01-171,2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,1
2020-01-181,2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,1
2020-01-191,2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,1
2020-01-201,2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,1
2020-01-211,2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,1
2020-01-221,2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,1
2020-01-231,2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,1
2020-01-241,2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,1
2020-01-251,2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,1
2020-01-261,2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,1
2020-01-271,2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,1
2020-01-281,2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,1
2020-01-291,2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,1
2020-01-301,2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,1
2020-01-311,2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,1
2020-02-011,2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,1
2020-02-021,2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,1
2020-02-031,2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,1
2020-02-041,2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,1
2020-02-051,2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,1
2020-02-061,2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,1
2020-02-071,2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,1
2020-02-081,2020-02-08,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,1
2020-02-091,2020-02-09,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,1
2020-02-101,2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,1
2020-02-111,2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,1
2020-02-121,2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,1
2020-02-131,2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,1
2020-02-141,2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,1
2020-02-151,2020-02-15,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,1
2020-02-161,2020-02-16,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,1
2020-02-171,2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,1
2020-02-181,2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,1
2020-02-191,2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,1
2020-02-201,2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,1
2020-02-211,2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,1
2020-02-221,2020-02-22,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,1
2020-02-231,2020-02-23,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,1
2020-02-241,2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,1
2020-02-251,2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,1
2020-02-261,2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,1
2020-02-271,2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,1
2020-02-281,2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,1
2020-02-291,2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,1
2020-03-011,2020-03-01,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,1
2020-03-021,2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,1
2020-03-031,2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,1
2020-03-041,2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,1
2020-03-051,2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,1
2020-03-061,2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,1
2020-03-071,2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,1
2020-03-081,2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,1
2020-03-091,2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,1
2020-03-101,2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,1
2020-03-111,2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,1
2020-03-121,2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,1
2020-03-131,2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,1
2020-03-141,2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,1
2020-03-151,2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,1
2020-03-161,2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,1
2020-03-171,2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,1
2020-03-181,2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,1
2020-03-191,2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,1
2020-03-201,2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,1
2020-03-211,2020-03-21,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,1
2020-03-221,2020-03-22,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,1
2020-03-231,2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,1
2020-03-241,2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,1
2020-03-251,2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,1
2020-03-261,2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,1
2020-03-271,2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,1
2020-03-281,2020-03-28,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901,1
2020-03-291,2020-03-29,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931,1
2020-03-301,2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,1
2020-03-311,2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,1
2020-04-011,2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,1
2020-04-021,2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,1
2020-04-031,2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,1
2020-04-041,2020-04-04,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584,1
2020-04-051,2020-04-05,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,29510409856,1
2020-04-061,2020-04-06,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615,1
2020-04-071,2020-04-07,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668,1
2020-04-081,2020-04-08,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549,1
2020-04-091,2020-04-09,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178,1
2020-04-101,2020-04-10,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,43622840992,1
2020-04-111,2020-04-11,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,31222085946,1
2020-04-121,2020-04-12,6858.06787109375,7119.947265625,6811.078125,6971.091796875,35759567632,1
2020-04-131,2020-04-13,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647,1
2020-04-141,2020-04-14,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052,1
2020-04-151,2020-04-15,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031,1
2020-04-161,2020-04-16,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377,1
2020-04-171,2020-04-17,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567,1
2020-04-181,2020-04-18,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,32447188386,1
2020-04-191,2020-04-19,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,31311210215,1
2020-04-201,2020-04-20,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936,1
2020-04-211,2020-04-21,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511,1
2020-04-221,2020-04-22,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,33249153866,1
2020-04-231,2020-04-23,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,43500782316,1
2020-04-241,2020-04-24,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,34636526286,1
